example_id,problem,problem_category,answer,answer_type
411,"For each county in New Hampshire, can you tell me which saw increase in Democratic vote share and which saw increase in Republican vote share in US Senate elections in 2022 compared to 2020?",Politics & Government,"Republican vote share increase: Belknap, Carroll, Cheshire, Coos, Grafton, Hillsborough, Merrimack, Rockingham, Strafford, Sullivan
Democrat vote share increase: None",Set Answer
412,"According to Wiley Online's article Actionable Science for Small Island Communities: Wind Velocity and Sea-Level Rise Enhance Tidal Flooding on Little Cumberland Island, Georgia, give me a list of the reference articles that contain the word ocean in the title - just the titles please!",Science,Twenty-first century wave climate projections for Ireland and surface winds in the North Atlantic Ocean; Extreme sea level rise along the Indian Ocean coastline: Observations and 21st century projections; Response of the North Atlantic storm track to climate change shaped by ocean-atmosphere coupling,Set Answer
413,"I have the same exact birthday as the singer who made the hit song ""greedy"" in 2023. In the country that the singer is born in, list the provinces whose provincial GDP growth percentage was below the country's GDP growth percentage in the year that we were born in, according to the country's government's statistics website.",Finance & Economics,"Nova Scotia, Ontario, Manitoba, Quebec",Set Answer
414,"According to Our World in Data, of all countries that had over 100M tonnes of CO2 emissions from transport in both 2020 and 2021, which country had the least number of air passengers in those two years combined? Just give me the name of the country.",Travel,Iran,Single Answer
415,"If I was looking for a school for my primary aged daughter in 2023, what schools would you have suggested?

The school would have needed to be an all girls, independent school. The school must have been within 25miles of cb9 7ps. The school should be rated no less than ‘excellent’ and have the option to learn mandarin",Education,"St Mary's School, Cambridge",Set Answer
416,"Comparing the White House's official, base, net, discretionary budget requests (net budget authority, as they appear in the ""Discretionary Overview by Major Agency"" tables at the end of the reports) in 2018, 2019, 2020, and 2021, what cabinet department or major agency out of the defense dept., the education dept, and the SSA had a monetary increase for the budget request every year (i.e. comparing just the budget requests and not the enacted or estimated amounts from previous budgets)?",Politics & Government,Education department,Single Answer
417,"What was higher?  Median weekly household income or median monthly mortgage repayments -  for residents in the suburb with the highest number of Building permit applications in the City of Casey (AUS), of those issued in 2022 – and where an Occupancy Permit was Issued for a dwelling with a garage and the status was Approved/Finalized.",Finance & Economics,Median monthly mortgage repayments,Single Answer
418,"According to Better Education, which of the top 10 high schools per 2018 HSC rankings was also in the top 10 of the 2019 HSC rankings, saw an increase in the ratio of students to exams sat?",Education,"Sydney Grammar High School, Sydney Girls High School, Baulkham Hills High School, Sydney Boys High School, Hornsby Girls High School, Reddam House ",Set Answer
419,"Based on the research study published in PLOS One ""Temporal trends in peripartum hysterectomy among individuals with a previous cesarean delivery by race/ethnicity in the United States: A population-based cohort study"", of the individuals who had previously given birth via a caesarean delivery, which racial demographic group(s) had more peripartum hysterectomies (per 1000 individuals) in 2018 as compared to 2017? Provide the racial groups as they are named in the study table S1 and list them in alphabetical order.",Health,"Asian, Black, NHOPI",Set Answer
420,"There is a type of instrument that has metal, gut, or horsehair and open strings, which has different versions still used for a few countries’ national instruments, as of May 2024. What are the national instruments of the countries directly west of the northernmost country that has a version of this type of instrument as its national instrument?",Arts,"Nyckelharpa, Hhardingfele",Set Answer
421,"The actor who played the main character in the TV show Arrow was in a movie released in 2019. In that movie, there was a character named Park. That actor also had the chance to play a superhero. What was his superpower?",Media & Entertainment,Super-speed,Single Answer
422,"According to the CDC, which state had the lowest death rate per 100,000 people for both COVID-19 and Influenza/Pneumonia in 2020?",Health,Vermont,Single Answer
423,What are the prefixes in the hypothetical language of the Sino-Tibetan family that are given their own dedicated chapters in Paul K. Benedict's 1972 work?,Science,"*s-, *m-, *a-, *r-, *b-, *g-, *d-.",Set Answer
424,"Among Canadian provinces and territories that had more than 30 small population centers in 2016, which experienced positive GDP growth and had an Aboriginal identity population exceeding 50,000 in the same year? Use Statistics Canada as the source for all data.",Geography,"Quebec, Ontario, Nova Scotia, Manitoba, British Columbia.",Set Answer
425,"I need to find out about income-deprivation in the Manchester area. Using official statistics from the 2019 UK Indices of Multiple Deprivation, can you tell me if the local authority areas of Bolton, Salford, Oldham, Rochdale, and Tameside fit both of the following criteria: less than 20% of the population was income-deprived in 2019, and the area was ranked among the top 25 most income-deprived local authorities in England in 2019. Please only list the local authority areas that I mentioned that fit both of the specified criteria.",Finance & Economics,"Salford, Oldham",Set Answer
426,"Of the authors in the first article of the 65th edition of the Journal of Artificial Intelligence Research, who was the most cited on Google scholar in 2019?",Technology,Joelle Pineau,Single Answer
427,"In 1992, the Grammy Awards took place for the __th time ever. The number that fills in the blank from the last sentence is equal to a congressional district in Texas. The first woman to represent that district was preceded by a different representative. According to govtrack.us, how many votes did that representative miss roll call for during 2013? Provide just the number in your answer.",History,9,Single Answer
428,"According to the Georgia Department of Education Insights, list the counties that reported 40% or more students chronically absent in 2022 that also reported less than 50% of 3rd-grade students reading at or above grade level in the 2022-2023 school year in alphabetical order.",Education,"Baker County, Calhoun County, Dooly County, Evans County",Set Answer
429,"According to the April 2020 estimation published by the United States Census Bureau, of all the US counties where the majority ethnicity (Not Hispanic White alone, Not Hispanic Black alone, Not Hispanic Native American alone, Not Hispanic Asian alone, Not Hispanic Native Hawaiian alone, Not Hispanic Two or More Races, or Hispanic) makes up less than 40% the population, the county has a median age of 36 or less, and the entire county is geographically south of the North 38th line of latitude, which has the greatest population?",Geography,"Orange County, Florida",Single Answer
430,List the nationalities of each of the drivers which scored over one point in both the 1986 and 1988 French Formula 1 Grand Prix.,Sports,"French (Alain Prost), Brazilian (Nelson Piquet)",Set Answer
431,"Which country is not a member of BRICS, NATO, Five Eyes, the Community of Latin American and Caribbean States, or the Commonwealth of Nations and was also a producer of lithium in 2023 and produced at least 20 tons of gold according to ourworldindata.org's 2015 gold production list?",Finance & Economics,Zimbabwe,Single Answer
432,"According to the U.S. Department of Education and ED Data Express, which U.S. states were awarded at least 10 million dollars in Title III grant funding for English Language Acquisition during the 2022 fiscal year that also had English learners in Title III districts attain less than 5% proficiency on the ELP during the 2022-2023 school year?",Education,"Pennsylvania, Washington",Set Answer
433,"As of 2024, of all the former Vice Presidents of the United States who ran for President and won, how many saw military service and which branches did they serve in?",History,"Thomas Jefferson served in the Virginia Militia, Theodore Roosevelt served in the US Army, Harry Truman served in the US Army, Richard Nixon served in the US Navy, Lyndon Johnson served in the US Navy, George HW Bush served in the US Navy.",Set Answer
434,"Provide a list of all the athletes that scored more than 15 points in the basketball game BYU vs Florida in the 2011 sweet 16. Provide a numbered list in descending order of most points scored to least, including the athlete's name and jersey number.",Sports,"Jimmer Fredette - #32 (32 points), Alex Tyus - #23 (19 points), Kenny Boynton - #1 (17 points), Erving Walker - #11 (16 points), Chandler Parsons - #25 (16 points)",Set Answer
435,Which of Brazen Head Games's rpg books is the longest?,Media & Entertainment,Bodil's Gap,Single Answer
436,"According to Burden of Disease data sourced from ourworldindata.org, out of of Denmark, Norway, and Sweden, which countries have had their annual number of cancer deaths increase by more than a third when comparing 1980 data to 2021 data?",Health,"Denmark, Norway",Set Answer
437,"Using the cia world factbook factsheets for each country, which of these countries had the largest real GDP per capita average for 2021 & 2022: Bhutan, Bangladesh, Sri Lanka, Nepal?",Geography,Bhutan,Single Answer
438,"According to Eurostat, which European Union countries had total wastewater generation from point sources exceeding 500 million cubic meters in 2013 and 1 billion cubic meters in 2019, more than 20% of the population aged 15–64 with tertiary education (levels 5–8) in 2015, and a 2023 tertiary education attainment percentage (ages 15–64) higher than the 2020 EU-27 average? Exclude countries with unavailable data.",Other,"Spain, Poland",Set Answer
439,"Of the following software companies - HubSpot, Dropbox, and Sprout Social - which one exhibited the highest compound annual growth rate in its gross profit from 2017 through 2019? Please base your answer on the information contained in their respective 2019 10-Ks.",Finance & Economics,Sprout Social,Single Answer
440,"According to the World Spider Catalog, which spiders of the family Desidae and genus Desis are native to one country. Provide their full scientific names and the location they are indigenous to.",Science,"Desis bobmarleyi - Endemic to Australia (specifically Queensland), Desis galapagoensis - Endemic to the Galapagos Islands (Ecuador), Desis gardineri - Endemic to the Laccadive Islands (India), Desis inermis - Endemic to India, Desis japonica - Endemic to Japan, Desis jiaxiangi - Endemic to China, Desis kenyonae - Endemic to Australia (specifically Victoria and Tasmania), Desis vorax - Endemic to Samoa, Desis risbeci - Endemic to New Caledonia",Set Answer
441,"According to the Missouri Accountability Portal, which tax credit categories were issued more than $100 million in a single year between 2000 and 2004?",Politics & Government,"Business Recruitment, Housing, Redevelopment",Set Answer
442,"Of the species that were added to the Endangered Species List the same year the Endangered Species Act celebrated its 10 year anniversary, which of those species, no matter their current ESA status, have their lead region listed as the Southeast Region? List them by their scientific names.",Science,"Palaemonias ganteri, Peromyscus gossypinus allapaticola, Neotoma floridana smalli",Set Answer
443,"List all countries in both the top 10 for 'Education spending as share of total government spending' in 2023 and the top 10 for 'Public spending on education as a share of GDP' in 2023, according to Our World in Data.",Education,"Solomon Islands
Vanuatu",Set Answer
444,What are the names of the 2022 finalists that advanced to the 2024 Scripps National Spelling Bee and what states are they from?,Education,"Aliyah Alpert from Arizona, Kirsten Santos from Texas",Set Answer
445,"What beach in Florida allows for alcohol consumption year-round, except in the month of March?",Travel,Panama City Beach,Single Answer
446,"Compare the City of Dallas' Strategic Priorities in the General Fund Budget in the city's adopted budgets for fiscal years 2022-2023 and 2023-2024, as well as from the 2024-2025 Planned General Fund, and list the Strategic Priorities in the General Fund Budget that received or are planned to receive less funding than in the previous year. Give the year in which the strategic priorities were decreased in parentheses next to each one.",Politics & Government,"Economic Development (2024-2025), Government Performance & Financial Management (2023-2024), Housing & Homelessness Solutions (2024-2025), Quality of Life, Arts, & Culture (2023-2024), Workforce, Education, & Equity (2024-2025)",Set Answer
447,"According to populationpyramid.net, which country in the top 10 in the year 2019 for total country population had the largest loss in individuals from 2019 to 2020?",Geography,Japan,Single Answer
448,"According to kbb.com, which 2024 minivan make and sub-model under MSRP $53,000 that can deliver at least 22 mpg combined, seats at least 7 passengers, includes a 5-star NHTS safety rating, a curb weight of under 4600 lbs, has a rear head curtain airbag, and has fog lights along with rear power liftgate, collision warning system, remote engine start, touch-screen monitor, collision-warning system, rear spoiler, a wheel-base of less than 121 inches, leather-wrapped and heated steering wheel, rain-sensing windshield wipers, and power-folding exterior mirrors.",Other,2024 Honda Odyssey Elite Minivan,Single Answer
449,Which state where at least two species were previously found that were delisted from the Endangered Species Act due to extinction by the US Fish and Wildlife Service in 2023 had the largest percentage population growth since the decade of the passage of the Endangered Species Act until 2020 according to the US Census.,Geography,Georgia,Single Answer
450,"In the year 2023, which ward was the councillor from in canterbury city council who had the most absences from council meetings according to canterbury city council?",Politics & Government,West Bay,Single Answer
451,"List the names of the MPs which won their first election to the House of Commons in the first General Election following the referendum that took place on the 23 of June 2016, representing constituencies which voted 30% or less (according to data published by Chris Hanretty on August 18, 2016) for the option that was uppermost on the ballot paper in that referendum.",Politics & Government,"Giles Watling, Jack Brereton, Ben Bradley, Eddie Hughes, Stephanie Peacock",Set Answer
452,"Including by-elections, in which elections since 1998 and before 2023 have the valid votes cast in the Toronto Centre electoral district to elect MPs exceeded 50,000?",Politics & Government,"38th General Election, 39th General Election, 40th General Election, 41st General Election, 42nd General Election, 43rd General Election",Set Answer
453,"Using data from the USDA's National Agricultural Statistics Service's 2012 and 2017 census, looking at the Specialty crops section, which maple producing states saw a decrease in gallons produced from 2012 to 2017, while still producing at least 1,000 gallons?",Other,"Illinois, Ohio, Virginia",Set Answer
454,Which of the universities that ranked in the top 10 in the THE World University Rankings for every year 2020-2022 had a score of less than 75 for the international outlook rating in the 2018 rankings?,Education,"Yale University, The University of Chicago, California Institute of Technology",Set Answer
455,"According to Statistics Canada, which products/product groups among the following: Food; Shelter; Household operations, furnishings and equipment; Clothing and footwear; Transportation; Gasoline; Health and personal care; Recreation, education and reading; Alcoholic beverages, tobacco products and recreational cannabis; Energy; Goods; Services; saw a decrease in the Consumer Price Index (monthly, not seasonally adjusted) between the first and last month of the years 2021, 2022 and 2023 respectively?",Finance & Economics,"2021: None.
2022: Gasoline.
2023: Household operations, furnishings and equipment; Gasoline; Energy.",Set Answer
456,"For the country with the highest number of protected areas and OECMs according to Protected Planet as of 2025, which of those protected areas are classified as transboundary and as terrestrial and inland waters by Protected Planet and are UNESCO World Heritage Sites?",Geography,"Kluane/Wrangell-St Elias/Glacier Bay/Tatshenshini-Alsek, Waterton Glacier International Peace Park",Set Answer
457,"Of the 10 states Giffords Law Center ranked as having the weakest Gun Law Strength in 2020 (ranked 41st-50th), list those that also ranked in either the top 10 highest firearm suicide rates in 2020 OR in the top 10 highest firearm homicide rates in 2020, according to A Year In Review of 2020 Gun Deaths by the Johns Hopkins Center for Gun Violence Solutions.",Other,"Alaska, Idaho, Mississippi, Missouri, West Virginia, Wyoming",Set Answer
458,"First, determine the European countries that have greater than 10,000 million passenger-km (including territorial sea) in 2022. From among those countries, determine the five countries with the greatest number of main commercial airports in 2022. Of those five countries, determine which countries did not increase the number of main commercial airports from 2021 to 2022. Then, of those countries, determine which countries did not have more then nine small commercial airports in 2022. Use the Eurostat website to determine all of this information.",Travel,"Spain, France, Greece",Set Answer
459,Which of the top 5 fully European countries with a population of at least 10 million that had the highest infant mortality rate in 2022 had the highest health expenditure per capita that year? Use the World Bank's data from 2022 for each of these figures.,Health,Netherlands,Single Answer
460,"In 2023, which public college or university charged the highest tuition and mandatory fees in the state that had the highest mean SAT score for seniors among states where at least 50% of the graduating class took the SAT?",Education,University of Massachusetts Amherst,Single Answer
461,"According to the Texas A&M budget website (budget.tamu.edu), out of the fiscal years 2020, 2021, 2022, and 2023, in which years were faculty salaries as a percentage of total revenue above 21%?",Finance & Economics,"2020, 2021, 2023",Set Answer
462,"Please list the case names for all the U.S. Supreme Court cases decided in the October 2021 term in which Justice Sonia Sotomayor wrote the majority opinion, Justice Clarence Thomas wrote a dissenting opinion, and Florida Attorney General Ashley Moody filed an amicus brief.",Politics & Government,"City of Austin v. Reagan National Advertising of Austin Inc., Hemphill v. New York",Set Answer
463,"Need all the companies with a Standard Industrial Classification code of 2024 that haven’t submitted any electronic filings with the SEC since 2009. Go as far back as 1995. When you list the companies, include the year of each company’s last electronic filing with the SEC.",Finance & Economics,"BEN & JERRYS HOMEMADE INC (2000), DREYERS GRAND ICE CREAM HOLDINGS INC (2006), DREYERS GRAND ICE CREAM INC (2003), ESKIMO PIE CORP (2000), INTEGRATED BRANDS INC (1998), MAMA TISHS ITALIAN SPECIALTIES INC (1996), MASTELLONE BROTHERS INC (2006), NEW YORKER MARKETING CORP (2006), SUIZA CAPITAL TRUST II (2001), TCBY ENTERPRISES INC (2000), YOCREAM INTERNATIONAL INC (2006)",Set Answer
464,"Which authors contributed articles to the NAWE's Writing in Education journal, vol 33 'Writing & Location'?",Education,"Bryan Podmore, Sarah Wardle, Martin Goodman, Fred Sedgwick, Paul Munden, Maggie Butt, Keith Bennett, Carl Tighe",Set Answer
465,List the lipids that were used to make lipid nanoparticles for mRNA in both a 2020 paper by Sahay group and in a 2022 paper by Mao group.,Science,"DLin-MC3-DMA, 18:0 PC (DSPC), Cholesterol, DMG-PEG2000",Set Answer
466,"According to the UK Civil Aviation Authority, which UK airports had over 3,000 domestic passenger flights in each of the months of September, October, November, and December 2023?",Travel,"Heathrow, Edinburgh",Set Answer
467,"According to the national catalogue of active volcanoes in Japan 2013, which active volcanoes in Hokkaido have an altitude of over 1400 meters and also had historical activity during both Showa 10-20 and Heisei 1-5?",Geography,"Meakandake, Tokachidake",Set Answer
468,"According to Gallup, what countries in 2023 were in the top five for at least two of the following emotional hotspots: anger, sadness, stress, and worry?",Geography,"Northern Cyprus, Democratic Republic of Congo, Guinea, Israel",Set Answer
469,"Of the Canadian Members of Parliament from B.C. elected in 2015, find out who was re-elected as of 2021, and returned as a Minister for the 44th session of Parliament.",Politics & Government,"Carla Qualtrough, Harjit S. Sajjan, Jonathan Wilkinson, Joyce Murray",Set Answer
470,"According to annual population estimates reports from the State of Connecticut Department of Public Health, during which years of the decade 2000-2010 did the city of New Haven have a greater population than the city of Hartford?",Politics & Government,"2001, 2003, 2005, 2010",Set Answer
471,"Please refer to data.un.org for all required data. I’d like you to identify the following economic indicators for each CANZUK country in 2020: CPI: Consumer Price Index (2010=100) and Agricultural production index (2014-2016=100). Use these figures to create an economic indicator value by adding them together for each nation. Then, identify the CANZUK country with the highest economic indicator value.",Finance & Economics,Canada,Single Answer
472,"Out of the states that had all of their electoral votes in the 2020 presidential election go to the nominee from the party that won the most Senate races that same year, which ones with 5 or more electoral votes had a margin of greater than 10% between Biden and Trump?",Politics & Government,"Alabama, Arkansas, Indiana, Kansas, Kentucky, Louisiana, Mississippi, Missouri, Oklahoma, South Carolina, Tennessee, Utah, West Virginia",Set Answer
473,Which 2007 Rock and Roll hall of fame inductee had the longest-charting song on the Billboard Hot 100 prior to January 2024? Name the artist and song.,Media & Entertainment,"The Ronettes, Sleigh Ride",Single Answer
474,"Which U.S. Electoral College jurisdictions (i.e., all U.S. states plus D.C.) with an above-average number of electoral votes, voted for the Republican presidential candidate in the 2016 election but then for the Democratic presidential candidate in the 2020 election?",Politics & Government,"Michigan, Pennsylvania, Arizona, Georgia",Set Answer
475,List the Democratic representatives and senators who did not vote on H.R. 4328 of the 105th Congress roll call 538 and its counterpart in the Senate.,Politics & Government,"Fazio, Meehan, Mollohan, Poshard, Stark, Bumpers, Glenn, Hollings, Inouye",Set Answer
476,"According to nces.ed.gov, in Academic year 2022-2023, at which of the Ivy League schools were over 20% of first time full time degree or certificate seeking undergraduates awarded Pell Grants, and over 50% of this same demographic awarded institutional grants or scholarships?",Education,"Harvard University, Columbia University",Set Answer
477,"Using census.gov's quick facts, which of these Georgia counties had a poverty rate of over 9% and a population of over 80000 (per April 2020 data): Cobb, Hall, Butts, Gwinnett, Barrow?",Politics & Government,"Gwinnett County, Hall County, Barrow County",Set Answer
478,"Based on information detailed on cia.gov, find the country in the region of Africa that had the highest youth unemployment rate for ages 15-24 est as of 2024, and the country in the region of East and Southeast Asia that had the highest youth unemployment rate est as of 2024 as well as the country in the region of South America. Out of these three countries, which of these countries had a lower labor force (under 275,000 est. 2024), and the highest youth unemployment rate compared to the rest of the world as of a 2024 est?",Politics & Government,Djibouti,Single Answer
479,"According to the National Park Service, out of the top 15 most visited parks in the 2021 US National Park System based on recreational visits, which of these parks are west of the Rocky Mountains National Park?",Geography,"Golden Gate NRA, Lake Mead NRA, Zion NP, Yellowstone NP, Grand Canyon NP",Set Answer
480,"According to Opensecrets.org, of the Republican winners of U.S. House of Representatives races in Kentucky and West Virginia in 2022, who had over $1 million in cash on hand in the category, ""Campaign Committee Fundraising, 2021 - 2022""? Provide their last names in a comma-separated list organized alphabetically.",Politics & Government,"Barr, Comer, Guthrie",Set Answer
481,"Of institutions in the state of Nebraska with ""Community College"" in their name, which institution had the highest first- to second-year retention rate among full-time students from Fall 2022 to Fall 2023? Only consider institutions who have reported data, and which data is available for the specified time period - through the NCES.",Education,Northeast Community College,Single Answer
482,"According to NOAA information, which US state (or states) impacted by hurricane-level storms in the 2022 and 2023 season sustained casualties (direct or indirect) in both years?",History,"Florida, North Carolina",Set Answer
483,"Of all the NTD Transit Agency Profiles available on the Federal Transit Administration's website, which Louisiana cities that filed reports under a council on aging had a population over 10,000 as of 2020? List the cities in order of 2020 population size from smallest to largest.",Geography,"Bogalusa, Abbeville, Houma, Lake Charles",Set Answer
484,"According to 2022 data held by the National Park Service, what is the birthday of the only living offspring of California Condor 317's mate (at that time), born in 2015, and catalogued at the National Park at CA 95043?",Other,"April 27th, 2015",Single Answer
485,"Of the U.S. South states (as defined by the Census Bureau) that had both at least a 20% prevalence in adult depression in 2020 according to the CDC and were in the bottom (5th) quintile of Sharecare's 2020 Community Well-Being State Index Report, which states had a prevalence of at least 30% physically inactive adults from 2017-2020 according to the CDC?",Health,"Louisiana, Alabama, Oklahoma, Kentucky, West Virginia, Arkansas, Mississippi",Set Answer
486,"Using the U.S. Bureau of Labor Statistics Occupational Employment and Wage Statistics (OEWS) May 2020 national data (https://www.bls.gov/oes/), which occupation title, give it exactly as it appears in the OEWS table, satisfies all of the following conditions:
Its Standard Occupational Classification (SOC) code begins with “29” (Healthcare Practitioners and Technical Occupations);
It has a national mean annual wage greater than $200,000;
It has a national employment estimate below 5,000;
and, among the occupations that meet these criteria, it has the highest mean hourly wage.
Provide only the occupation title.",Politics & Government,Oral and Maxillofacial Surgeons,Single Answer
487,"According to elections.il.gov, which Supreme Court elections across the 2020, 2022, and 2024 general primary elections had a vote difference of 12,000 or less between the first and second place finisher? You don't have to give me the candidate names, just the seat number and vacancy, like: 1ST SUPREME - BURKE VACANCY",Politics & Government,"5TH SUPREME - KARMEIER VACANCY, 2ND SUPREME - THOMAS VACANCY, 3RD SUPREME - KILBRIDE VACANCY",Set Answer
488,"What US presidential election years from 1930-2020 elected US democratic presidents who served two full terms and were succeeded by a republican president, while in the same election year, a female American gymnast won the Olympic All-Around Gold medal?",History,"2008, 2012",Set Answer
489,"Among the 9 largest countries in the world by land area, which 5 had the smallest population in 2024 according to the world bank? And among those, which had a GDP per capita in 2023 less than $15,000 in current USD and also bought or registered more than 7 passenger cars per 1,000 people in 2023 according to OICA?",Finance & Economics,"Russia, Kazakhstan",Set Answer
490,"Based on OWID sources for records of the year 2021, of the countries that are in the top 5 globally in terms of annual death rate count for all causes (estimated death rate per 100,000 people) and the top 5 globally for annual death rate by injuries (such as accidents, violence and suicides) also estimated death rate per 100,000 people, which country had the largest child mortality rate also in 2021.",Health,Central African Republic,Single Answer
491,"I have a dinner party later. Using the Serious Eats ""Our Favorite Recipes of 2022"" page, give me the recipes that have a cook time of 60 minutes or less, don't contain butter, and have under 15 total ingredients. Optional and repeated ingredients should be counted as separate ingredients.",Other,"Chinese Cold Noodle Salad, Cheese Foam Tea",Set Answer
492,"The Llano River, Guadalupe River, San Marcos River, and Comal River are all in Texas. According to official water body records, on which day was the heaviest Rio Grande Cichlid caught among these four rivers as of 2023?",History,"July 3, 2001",Single Answer
493,"Starting from the 2015 draft and ending with the 2024 draft, list every drafted NBA player who was born in the first week of August and scored more than 15 points per game in a season.",Sports,"Kristaps Porziņģis, Anthony Edwards, Scottie Barnes",Set Answer
494,"Explain the purpose of 2024 KY SB 8. In addition, include three lists: one of all the bill's sponsors, one of the KY Senate members who voted yes, and one list for all the KY senate members who voted no.",Politics & Government,"Purpose:
- Amend KRS 156.029: all 14 voting members of the Kentucky Board of Education (KBE) are to be elected
- New section of KRS Chapter 156: establish election process (partisan primary and partisan regular election) 
- Amend KRS 156.040: add requirement for KBE members not served on local school board for at least 4 years before election
- New section of KRS Chapter 156: establish process for removal of a member of the KBE
- Amend various KRS sections to conform
- Repeal KRS 156.031
- Establish schedule for transitioning appointed to elected members
- Allow appointees to serve appointments until December 31, 2026

The Bill's Sponsors: 
M. Wilson
S. West
G. Boswell
D. Carroll
M. Deneen
D. Douglas
R. Girdler
S. Meredith
R. Mills
J. Schickel
D. Thayer
L. Tichenor
G. Williams
M. Wise

Voted Yes:
Boswell 
Girdler 
Nemes 
Thayer
Carroll 
Higdon 
Raque Adams 
Tichenor
Deneen 
Mays Bledsoe 
Schickel 
West
Douglas 
McDaniel 
Southworth 
Williams
Elkins 
Meredith 
Stivers 
Wilson
Funke Frommeyer 
Mills 
Storm 
Wise

Voted No:
Berg 
Harper Angel 
Thomas 
Westerfield
Carpenter 
Howell 
Turner 
Wheeler
Chambers Armstrong 
Neal
Webb 
Yates
Givens 
Smith",Set Answer
495,"According to Our World in Data, which countries ranked in the top ten for all three of the following metrics in their 2022 dataset: GDP per capita, Human Development Index, and mean income or consumption per day?",Finance & Economics,"Norway, Switzerland",Set Answer
496,"I’m looking for good universities. From the Guardian University Guide 2022, which of the top 50 universities have an overall course satisfaction score of 80 or higher, a continuation score of 95 or higher, and a student-to-staff ratio of 15 or less?",Education,"St Andrews, London School of Economics, Durham, Warwick, Imperial College, Loughborough, Lancaster, Southampton, York, Sheffield, Liverpool, Keele",Set Answer
497,"According to WHO data from 2021, which countries had life expectancy at birth of under 65, a probability of death from non-communicable diseases (between ages of 30-70) of over 25%, adult obesity rates of over 10%, and tobacco smoking rates (for ages 15+) of over 30%?",Health,"Solomon Islands, Kiribati",Set Answer
498,"according to https://data.ipu.org/, as of December 2021, please list countries with a unicameral parliament and average parliamentarian age under 45 years old (excluding those without age data), with a percentage under 20% of Parliamentarians in the age band of 40-45",Politics & Government,"Sweden, Armenia",Set Answer
499,"Of the states with a premature birth rate of over 11, which also had an infant mortality rate of more than 7 for 2022?",Health,"Mississippi, Arkansas, Louisiana, West Virginia, Georgia",Set Answer
500,Name the restaurants in Asia that appeared on the World's 50 Best Restaurants list every year from 2021-2023. Use the official list compiled by William Reed.,Other,"Den (Tokyo, Japan), Florilège (Tokyo, Japan), Odette (Singapore), The Chairman (Hong Kong)",Set Answer
501,"Using NOAA's 2022 updated FEUS Data and Visualizations tables, which US states had fewer seafood industry(without imports) jobs in 2021 than North Carolina? Provide the names of the states fully written out in alphabetical order, only include states that are part of the tables and meet the requested parameters.",Finance & Economics,"Connecticut, Delaware, Georgia, Maryland, Mississippi, New Hampshire, New York, South Carolina",Set Answer
502,"Based on the data provided by the NCEI for the global summary of the month, which of the following stations saw a difference between mean max and mean min temperature less than 17 degrees Fahrenheit in July 2020: Denver International Airport, Atlanta Hartsfield Jackson International Airport, Los Angeles International Airport, Chicago Ohare International Airport, Orlando International Airport",Geography,"Los Angeles International Airport, Orlando International Airport",Set Answer
503,"As of December 31 2023, have any authors who won a Nobel Prize for Literature been shortlisted for the Booker Prize for Fiction but never won it? If so, please answer with the name each author writes under and nothing else. Give the names in chronological order of winning the Nobel Prize, starting with the earliest winner.",Arts,"Patrick White, Doris Lessing, Alice Munro, Abdulrazak Gurnah",Set Answer
504,"For the purpose of this task, refer to data found on the Kelley Blue Book website. I'm interested in comparing the following 2023 Honda models: CR-V, HR-V, and Odyssey. Identify the horsepower and cargo volume (cu. ft.) of each vehicle, and then divide the horsepower by the cargo volume. Of the three vehicles, indicate which has the lowest horsepower-to-volume ratio.",Technology,2023 Honda CR-V,Single Answer
505,"According to the Mayo Clinic symptom checker, what condition could an adult possibly have if they have these symptoms?
1. Within Cough in Adults: Dry, ongoing cough with watery eyes
2. Within Shortness of Breath in Adults: Ongoing shortness of breath and a Dry Cough
Make sure only to answer with diseases that contain both sets of symptoms",Health,"Asthma, 
Bronchitis,
Emphysema, or
Pneumonia",Set Answer
506,"For the years 2018-2023 which census region of the united states had the lowest number of weekend deaths in Inpatient medical facilities for 15-24 year olds attributed to drug or alcohol induced causes and verified by autopsy, according to https://wonder.cdc.gov/?",Health,Census Region 1: Northeast (CENS-R1),Single Answer
507,"According to the world bank, in 2021-2022 which three asian countries/territories has the highest percentage of females (ages 15+) who could possibly coming up with emergency funds in 7 and 30 days?",Finance & Economics,"Phillipines, Vietnam, Hong Kong SAR China",Set Answer
508,"Create a list containing states that John F. Kennedy received more votes than Nixon in the 35th Presidential Race. Out of these states, create a second list containing the five states that had the least difference in votes between President Kennedy and Nixon. Write the difference of the votes next to the five states listed.",History,"John F. Kennedy won more votes than Richard Nixon in:

Alabama
Arkansas
Connecticut
Delaware
Georgia
Hawaii
Illinois
Louisiana
Maryland
Massachusetts
Michigan
Minnesota
Mississippi
Missouri
Nevada
New Jersey
New Mexico
New York
North Carolina
Pennsylvania
Rhode Island
South Carolina
Texas
West Virginia

5 with the closest amount of votes and the least difference:
1. Hawaii - 115 votes
2. New Mexico - 2294 votes
3. Nevada - 2493 votes
4. Delaware - 3217 votes
5. Illinois - 8858 votes",Set Answer
509,"Of the Anishinaabe reservations in Minnesota where, according to the 2019-2023 American Community Survey 5-Year Estimates, men outnumber women, which had the highest percentage of vacant housing units per the 2020 census?",Finance & Economics,Leech Lake Reservation,Single Answer
