,problem,answer,wikipedia_link_1,wikipedia_link_2,wikipedia_link_3,wikipedia_link_4,wikipedia_link_5,wikipedia_link_6,wikipedia_link_7,wikipedia_link_8,wikipedia_link_9,wikipedia_link_10,wikipedia_link_11+,reasoning_types,wiki_links
346,What sea borders the Irish County where the author of the short story Foster was born?,The Irish Sea,https://en.wikipedia.org/wiki/Foster_(short_story),https://en.wikipedia.org/wiki/Claire_Keegan,https://en.wikipedia.org/wiki/County_Wicklow,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Foster_(short_story)', 'https://en.wikipedia.org/wiki/Claire_Keegan', 'https://en.wikipedia.org/wiki/County_Wicklow']"
347,How many times in total did the Argentina women's field hockey team and the Uruguay women's field hockey team enter the Pan American Games and the Olympic Games from 2000 to 2020?,15,https://en.wikipedia.org/wiki/Field_hockey_at_the_Pan_American_Games,https://en.wikipedia.org/wiki/Field_hockey_at_the_Summer_Olympics,,,,,,,,,,Numerical reasoning | Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Field_hockey_at_the_Pan_American_Games', 'https://en.wikipedia.org/wiki/Field_hockey_at_the_Summer_Olympics']"
348,"If you add up the birth years of Emma Watson, Daniel Radcliffe and Rupert Grint, what is the sum?",5967,https://en.wikipedia.org/wiki/Daniel_Radcliffe,https://en.wikipedia.org/wiki/Emma_Watson,https://en.wikipedia.org/wiki/Rupert_Grint,,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Daniel_Radcliffe', 'https://en.wikipedia.org/wiki/Emma_Watson', 'https://en.wikipedia.org/wiki/Rupert_Grint']"
349,The Eastern Shawnee Tribe of Oklahoma owns and operates the Indigo Sky Casino. Their tribal headquarters are located in a suburb of the metropolitan area of a historic 2011 tornado that killed 158 people. What is the name of the metropolitan area?,"Joplin, Missouri metropolitan area",https://en.wikipedia.org/wiki/Eastern_Shawnee_Tribe_of_Oklahoma,"https://en.wikipedia.org/wiki/Wyandotte,_Oklahoma",https://en.wikipedia.org/wiki/2011_Joplin_tornado,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Eastern_Shawnee_Tribe_of_Oklahoma', 'https://en.wikipedia.org/wiki/Wyandotte,_Oklahoma', 'https://en.wikipedia.org/wiki/2011_Joplin_tornado']"
350,How many years apart was the founding of Snell & Wilmer from the birth of the man who got 3rd place at the 1954 Masters golf tournament?,16 years,https://en.wikipedia.org/wiki/Snell_&_Wilmer,https://en.wikipedia.org/wiki/1954_Masters_Tournament,https://en.wikipedia.org/wiki/Billy_Joe_Patton,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Snell_&_Wilmer', 'https://en.wikipedia.org/wiki/1954_Masters_Tournament', 'https://en.wikipedia.org/wiki/Billy_Joe_Patton']"
351,Which other astronaut flew the same type of aircraft during the Korean War as the first man to step on the moon?,John Glenn,https://en.wikipedia.org/wiki/Moon_landing,https://en.wikipedia.org/wiki/Neil_Armstrong,https://en.wikipedia.org/wiki/Grumman_F9F_Panther,https://en.wikipedia.org/wiki/John_Glenn,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Moon_landing', 'https://en.wikipedia.org/wiki/Neil_Armstrong', 'https://en.wikipedia.org/wiki/Grumman_F9F_Panther', 'https://en.wikipedia.org/wiki/John_Glenn']"
352,How many days did it take for World War 2 to end after the death of Alois Burgstaller?,136 days,https://en.wikipedia.org/wiki/Alois_Burgstaller,https://en.wikipedia.org/wiki/World_War_II,,,,,,,,,,Numerical reasoning | Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/Alois_Burgstaller', 'https://en.wikipedia.org/wiki/World_War_II']"
353,Adolf Hitler was born exactly 110 years before which US mass shooting?,Columbine,https://en.wikipedia.org/wiki/Adolf_Hitler,https://en.wikipedia.org/wiki/Mass_shootings_in_the_United_States,https://en.wikipedia.org/wiki/Columbine_High_School_massacre,,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Adolf_Hitler', 'https://en.wikipedia.org/wiki/Mass_shootings_in_the_United_States', 'https://en.wikipedia.org/wiki/Columbine_High_School_massacre']"
354,How old was the 31st President of the United States when the second nuclear weapon ever used in warfare was dropped?,70 years old,https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States,https://en.wikipedia.org/wiki/Herbert_Hoover,https://en.wikipedia.org/wiki/Nuclear_weapon,,,,,,,,,Numerical reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States', 'https://en.wikipedia.org/wiki/Herbert_Hoover', 'https://en.wikipedia.org/wiki/Nuclear_weapon']"
355,What is the total number of pages in the first two first-edition books in the Emperyan Series by Rebecca Yarros?,1135,https://en.wikipedia.org/wiki/Fourth_Wing,https://en.wikipedia.org/wiki/Iron_Flame,,,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Fourth_Wing', 'https://en.wikipedia.org/wiki/Iron_Flame']"
356,"As of August 3, 2024, excluding white, what colour features on the flag of the city that houses the racecourse where Danon The Kid made his racing debut?",Red,https://en.wikipedia.org/wiki/Danon_The_Kid,https://en.wikipedia.org/wiki/Hanshin_Racecourse,"https://en.wikipedia.org/wiki/Takarazuka,_Hy%C5%8Dgo",,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Danon_The_Kid', 'https://en.wikipedia.org/wiki/Hanshin_Racecourse', 'https://en.wikipedia.org/wiki/Takarazuka,_Hy%C5%8Dgo']"
357,What was the first skyscraper built in this player's hometown before he became the 160th pick of the 1980's NFL Draft?,The Life & Casualty Tower,https://en.wikipedia.org/wiki/1980_NFL_draft,https://en.wikipedia.org/wiki/Preston_Brown_(wide_receiver),"https://en.wikipedia.org/wiki/Nashville,_Tennessee",https://en.wikipedia.org/wiki/Life_%26_Casualty_Tower,,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/1980_NFL_draft', 'https://en.wikipedia.org/wiki/Preston_Brown_(wide_receiver)', 'https://en.wikipedia.org/wiki/Nashville,_Tennessee', 'https://en.wikipedia.org/wiki/Life_%26_Casualty_Tower']"
358,"Regarding the award that the man who created the initial sketch for the Eiffel Tower received, how many of the award models have hanging devices that are in the shape of a crown?",Eight,https://en.wikipedia.org/wiki/Eiffel_Tower,https://en.wikipedia.org/wiki/Maurice_Koechlin,https://en.wikipedia.org/wiki/Legion_of_Honour#Legal_status_and_leadership,,,,,,,,,Numerical reasoning | Tabular reasoning,"['https://en.wikipedia.org/wiki/Eiffel_Tower', 'https://en.wikipedia.org/wiki/Maurice_Koechlin', 'https://en.wikipedia.org/wiki/Legion_of_Honour#Legal_status_and_leadership']"
359,"Excluding blue, what other colour appears on the 2004 flag of the region in which Alastair Galbraith's home city is situated?",Yellow,https://en.wikipedia.org/wiki/Alastair_Galbraith,https://en.wikipedia.org/wiki/Dunedin,https://en.wikipedia.org/wiki/Otago,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Alastair_Galbraith', 'https://en.wikipedia.org/wiki/Dunedin', 'https://en.wikipedia.org/wiki/Otago']"
360,"When the San Francisco 49ers and San Diego Chargers met in Super Bowl XXIX, what was the #1 film at the box office in the U.S.?",Legends of the Fall,"https://en.wikipedia.org/wiki/Super_Bowl_XXIX#:~:text=The%2049ers%20defeated%20the%20Chargers,ravaged%20the%20city%20in%201992.",https://en.wikipedia.org/wiki/List_of_1995_box_office_number-one_films_in_the_United_States,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Super_Bowl_XXIX#:~:text=The%2049ers%20defeated%20the%20Chargers,ravaged%20the%20city%20in%201992.', 'https://en.wikipedia.org/wiki/List_of_1995_box_office_number-one_films_in_the_United_States']"
361,What was the difference in original sale price between Tom Thomson’s “Northern River” and “Northern Lake”,The difference in price was $250.,https://en.wikipedia.org/wiki/Tom_Thomson,https://en.wikipedia.org/wiki/Northern_River_(painting),,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Tom_Thomson', 'https://en.wikipedia.org/wiki/Northern_River_(painting)']"
362,What NBA team was founded three years before the Apollo 11 crew landed on the moon?,The Chicago Bulls,https://en.wikipedia.org/wiki/Moon_landing,https://en.wikipedia.org/wiki/National_Basketball_Association,,,,,,,,,,Numerical reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Moon_landing', 'https://en.wikipedia.org/wiki/National_Basketball_Association']"
363,How many more career home runs did the MLB player who had the highest slugging percentage in 1954 have than the player who was the the first African American to play in Major League Baseball?,519,https://en.wikipedia.org/wiki/List_of_Major_League_Baseball_titles_leaders,https://en.wikipedia.org/wiki/Willie_Mays#,https://en.wikipedia.org/wiki/Jackie_Robinson#,,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_Major_League_Baseball_titles_leaders', 'https://en.wikipedia.org/wiki/Willie_Mays#', 'https://en.wikipedia.org/wiki/Jackie_Robinson#']"
364,What are the coordinates for the beach outside the UK that shares its name to a Welsh town that is home to the Great Orme?,34°0′37″S 18°20′34″E,https://en.wikipedia.org/wiki/Great_Orme,https://en.wikipedia.org/wiki/Llandudno,"https://en.wikipedia.org/wiki/Llandudno,_Western_Cape",,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/Great_Orme', 'https://en.wikipedia.org/wiki/Llandudno', 'https://en.wikipedia.org/wiki/Llandudno,_Western_Cape']"
365,"I'm thinking of the Weird Al Yankovic parody of American Pie, what Weird Al album did it first appear on?",Running with Scissors,https://en.wikipedia.org/wiki/American_Pie_(song),https://en.wikipedia.org/wiki/The_Saga_Begins,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/American_Pie_(song)', 'https://en.wikipedia.org/wiki/The_Saga_Begins']"
366,What year was the band leader of the group who originally performed the song sampled in Kayne West's song Power born?,1946,https://en.wikipedia.org/wiki/My_Beautiful_Dark_Twisted_Fantasy,https://en.wikipedia.org/wiki/King_Crimson,https://en.wikipedia.org/wiki/Robert_Fripp,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/My_Beautiful_Dark_Twisted_Fantasy', 'https://en.wikipedia.org/wiki/King_Crimson', 'https://en.wikipedia.org/wiki/Robert_Fripp']"
367,Frank Jevons was the 9th Master of Hatfield College. His death came how many years after the death of his predecessor in the same role?,5 years,"https://en.wikipedia.org/wiki/Hatfield_College,_Durham",https://en.wikipedia.org/wiki/Frank_Jevons,https://en.wikipedia.org/wiki/Archibald_Robertson_(bishop),,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Hatfield_College,_Durham', 'https://en.wikipedia.org/wiki/Frank_Jevons', 'https://en.wikipedia.org/wiki/Archibald_Robertson_(bishop)']"
368,"Renowned Abstract Expressionist painter Clyfford Still graduated from college in 1933. As of August 1, 2024, what other alumnus from that university was nominated for a Pulitzer Prize?",Don Magnuson,https://en.wikipedia.org/wiki/Clyfford_Still,https://en.wikipedia.org/wiki/Spokane_University#Notable_alumni,https://en.wikipedia.org/wiki/Don_Magnuson,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Clyfford_Still', 'https://en.wikipedia.org/wiki/Spokane_University#Notable_alumni', 'https://en.wikipedia.org/wiki/Don_Magnuson']"
369,"What is the the sum of the ages of the men who were executed by firing squad in Kilmainham Gaol, on the 12th of May, during the same year as the Battle of the Somme, when the died?",80,https://en.wikipedia.org/wiki/Battle_of_the_Somme,https://en.wikipedia.org/wiki/1916,https://en.wikipedia.org/wiki/James_Connolly,https://en.wikipedia.org/wiki/Se%C3%A1n_Mac_Diarmada,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Battle_of_the_Somme', 'https://en.wikipedia.org/wiki/1916', 'https://en.wikipedia.org/wiki/James_Connolly', 'https://en.wikipedia.org/wiki/Se%C3%A1n_Mac_Diarmada']"
370,"When the maker of the third-party console title ""ActRaiser"", merged with the makers of the console title ""Chrono Trigger"", what percentage of the company did the makers of ""ActRaiser"" make up?",20% of the company.,https://en.wikipedia.org/wiki/Square_Enix,https://en.wikipedia.org/wiki/Enix,https://en.wikipedia.org/wiki/Chrono_Trigger,,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Square_Enix', 'https://en.wikipedia.org/wiki/Enix', 'https://en.wikipedia.org/wiki/Chrono_Trigger']"
371,"How many years apart were the start of the Haitian and French revolutions , how many years longer did the Haitian Revolution last than the French Revolution, and how old were their respective leaders when each revolution began?",The French Revolution began 2 years before the Haitian Revolution.  The Haitian Revolution lasted 2 years longer.  Louis XVI was 34 years old when the French Revolution began and 36 when the Haitian Revolution began.,https://en.wikipedia.org/wiki/French_Revolution,https://en.wikipedia.org/wiki/Haitian_Revolution,https://en.wikipedia.org/wiki/Louis_XVI#,,,,,,,,,Numerical reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/French_Revolution', 'https://en.wikipedia.org/wiki/Haitian_Revolution', 'https://en.wikipedia.org/wiki/Louis_XVI#']"
372,Are mulberries more related to raspberries or cannabis?,Cannabis,https://en.wikipedia.org/wiki/Morus_(plant),https://en.wikipedia.org/wiki/Rosales,https://en.wikipedia.org/wiki/Cannabaceae,https://en.wikipedia.org/wiki/Rosaceae,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/Morus_(plant)', 'https://en.wikipedia.org/wiki/Rosales', 'https://en.wikipedia.org/wiki/Cannabaceae', 'https://en.wikipedia.org/wiki/Rosaceae']"
373,"There is a speech-sound disorder, not caused by a structural abnormality, for which one symptom is rearranging sounds of a word. The term for the disorder was first defined in 1908 by a German neuroscientist with the first name Hugo. Why was the Nobel Peace Prize given to an American the same year Hugo died?",For his crucial role in bringing about the Dawes Plan.,https://en.wikipedia.org/wiki/Speech_disorder,https://en.wikipedia.org/wiki/Apraxia_of_speech,https://en.wikipedia.org/wiki/Hugo_Liepmann,https://en.wikipedia.org/wiki/List_of_Nobel_Peace_Prize_laureates,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Speech_disorder', 'https://en.wikipedia.org/wiki/Apraxia_of_speech', 'https://en.wikipedia.org/wiki/Hugo_Liepmann', 'https://en.wikipedia.org/wiki/List_of_Nobel_Peace_Prize_laureates']"
374,"How old was Russian vodka tycoon Yuri Shefler when Serene, the yacht he commissioned, was delivered to him?",43,https://en.wikipedia.org/wiki/Serene_(yacht),https://en.wikipedia.org/wiki/Yuri_Shefler,,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Serene_(yacht)', 'https://en.wikipedia.org/wiki/Yuri_Shefler']"
375,Who won the World Series the same year that Andy Roddick won his only Grand Slam title in 2003?,The Florida Marlins,https://en.wikipedia.org/wiki/Andy_Roddick_career_statistics#Singles:_5_finals_(1–4),https://en.wikipedia.org/wiki/2003_World_Series,,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/Andy_Roddick_career_statistics#Singles:_5_finals_(1–4)', 'https://en.wikipedia.org/wiki/2003_World_Series']"
376,What was the name of the work written by Louis Pierre Vieillot published two years after he described the great blue turao as Musophaga cristata?,Ornithologie,https://en.wikipedia.org/wiki/Great_blue_turaco,https://en.wikipedia.org/wiki/Louis_Pierre_Vieillot,,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Great_blue_turaco', 'https://en.wikipedia.org/wiki/Louis_Pierre_Vieillot']"
377,What military awards were received by the General originally scheduled to lead Operation Torch before Lieutenant General Dwight D. Eisenhower was given command of the operation?,"Joseph Stilwell was originally scheduled to lead Operation Torch before Lieutenant General Dwight D. Eisenhower was given command of the operation. Stillwell received a Distinguished Service Cross, two Army Distinguished Service Medals, a Legion of Merit award, and a Bronze Star during his military career.",https://en.wikipedia.org/wiki/Operation_Torch,https://en.wikipedia.org/wiki/Joseph_Stilwell,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Operation_Torch', 'https://en.wikipedia.org/wiki/Joseph_Stilwell']"
378,"From United States Former President Bill Clinton through Former President Donald Trump, which president in this time period has published the greatest number of books as of August 1, 2024? Please exclude from that count any books you find that are authored by someone else about a particular former president.",Former President Bill Clinton has published seven books through 2024.,https://en.wikipedia.org/wiki/Bill_Clinton,https://en.wikipedia.org/wiki/George_W._Bush,https://en.wikipedia.org/wiki/Barack_Obama,https://en.wikipedia.org/wiki/Donald_Trump,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Bill_Clinton', 'https://en.wikipedia.org/wiki/George_W._Bush', 'https://en.wikipedia.org/wiki/Barack_Obama', 'https://en.wikipedia.org/wiki/Donald_Trump']"
379,What US president was born in the same year that the Treaty of Resht was signed?,George Washington,https://en.wikipedia.org/wiki/Treaty_of_Resht,https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States,,,,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Treaty_of_Resht', 'https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States']"
380,Which horse won the Kentucky Derby during the same calendar year in which John Hinckley Jr. attempted to assassinate U.S. President Ronald Reagan?,Pleasant Colony,https://en.wikipedia.org/wiki/Attempted_assassination_of_Ronald_Reagan,https://en.wikipedia.org/wiki/Kentucky_Derby,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Attempted_assassination_of_Ronald_Reagan', 'https://en.wikipedia.org/wiki/Kentucky_Derby']"
381,Milton Friedman won the Nobel Prize for Economics in 1976. What was the name of the Nobel Peace Prize winning wife of the economist who won the Nobel Prize for Economics two years before Friedman did?,Alva Myrdal,https://en.wikipedia.org/wiki/Milton_Friedman,https://en.wikipedia.org/wiki/List_of_Nobel_Memorial_Prize_laureates_in_Economic_Sciences,https://en.wikipedia.org/wiki/Gunnar_Myrdal,,,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Milton_Friedman', 'https://en.wikipedia.org/wiki/List_of_Nobel_Memorial_Prize_laureates_in_Economic_Sciences', 'https://en.wikipedia.org/wiki/Gunnar_Myrdal']"
382,"When Justin Trudeau was elected as Prime Minister of Canada, who was the current Prime Minister of France?",Manuel Valls,https://en.wikipedia.org/wiki/Justin_Trudeau,https://en.wikipedia.org/wiki/List_of_prime_ministers_of_France,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Justin_Trudeau', 'https://en.wikipedia.org/wiki/List_of_prime_ministers_of_France']"
383,This town was the original location of the tallest Christmas Tree displayed at the Rockefeller Center. This was also home to the author of a famous children's book series. What is the name of this series?,Doctor Dolittle,https://en.wikipedia.org/wiki/Rockefeller_Center_Christmas_Tree,"https://en.wikipedia.org/wiki/Killingworth,_Connecticut",https://en.wikipedia.org/wiki/Hugh_Lofting,https://en.wikipedia.org/wiki/Doctor_Dolittle,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Rockefeller_Center_Christmas_Tree', 'https://en.wikipedia.org/wiki/Killingworth,_Connecticut', 'https://en.wikipedia.org/wiki/Hugh_Lofting', 'https://en.wikipedia.org/wiki/Doctor_Dolittle']"
384,"Houston, Texas had dozens of airports as of January 1, 2024. Find the three-letter IATA code of the airport in which the longest runway was exactly 7000 feet long, and rearrange those letters to match that of another airport at that time.  Here are your hints: The last letter of the re-arranged code is ""J"". The new airport was located in China.   With this information, what was the IATA code of this airport?",LNJ,https://en.wikipedia.org/wiki/List_of_airports_in_the_Greater_Houston_Area,https://en.wikipedia.org/wiki/Lists_of_airports#By_code,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_airport_code:_L,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_airports_in_the_Greater_Houston_Area', 'https://en.wikipedia.org/wiki/Lists_of_airports#By_code', 'https://en.wikipedia.org/wiki/List_of_airports_by_IATA_airport_code:_L']"
385,How many years earlier did Wimbledon start compared to the birthdate of the winner of the 2019 tournament.,110 years,https://en.m.wikipedia.org/wiki/Wimbledon_Championships,https://en.m.wikipedia.org/wiki/List_of_Wimbledon_gentlemen%27s_singles_champions,https://en.m.wikipedia.org/wiki/Novak_Djokovic,,,,,,,,,Numerical reasoning,"['https://en.m.wikipedia.org/wiki/Wimbledon_Championships', 'https://en.m.wikipedia.org/wiki/List_of_Wimbledon_gentlemen%27s_singles_champions', 'https://en.m.wikipedia.org/wiki/Novak_Djokovic']"
386,The starship USS Enterprise has a registry number containing the founding year of what Ivy League university?,Yale University,https://en.wikipedia.org/wiki/USS_Enterprise_(NCC-1701),https://en.wikipedia.org/wiki/Ivy_League,,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/USS_Enterprise_(NCC-1701)', 'https://en.wikipedia.org/wiki/Ivy_League']"
387,What two cities hosted the Summer Olympic Games between when the television shows featuring characters Olivia Benson and Meredith Grey started airing?,"Sydney, Australia, and Athens, Greece",https://en.wikipedia.org/wiki/Olivia_Benson,https://en.wikipedia.org/wiki/Meredith_Grey,https://en.wikipedia.org/wiki/List_of_Olympic_Games_host_cities,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Olivia_Benson', 'https://en.wikipedia.org/wiki/Meredith_Grey', 'https://en.wikipedia.org/wiki/List_of_Olympic_Games_host_cities']"
388,Who had their twenty-first number one hit on the US Billboard Hot Country Songs chart the same week Carly Rae Jepsen hit #39 on the Australia ARIA Top 50 Singles chart?,Kenny Chesney,https://en.wikipedia.org/wiki/Call_Me_Maybe#Year-end_charts,https://en.wikipedia.org/wiki/List_of_Billboard_number-one_country_songs_of_2012,https://en.wikipedia.org/wiki/Reality_(Kenny_Chesney_song),,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Call_Me_Maybe#Year-end_charts', 'https://en.wikipedia.org/wiki/List_of_Billboard_number-one_country_songs_of_2012', 'https://en.wikipedia.org/wiki/Reality_(Kenny_Chesney_song)']"
389,What was the word that featured the least in the longest recorded quotation by the chimpanzee named after the recipient of the 2011 Sydney Peace Prize?,You,https://en.wikipedia.org/wiki/Sydney_Peace_Prize,https://en.wikipedia.org/wiki/Noam_Chomsky#In_academia,https://en.wikipedia.org/wiki/Nim_Chimpsky#Quotations,,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Sydney_Peace_Prize', 'https://en.wikipedia.org/wiki/Noam_Chomsky#In_academia', 'https://en.wikipedia.org/wiki/Nim_Chimpsky#Quotations']"
390,What song was #1 on Billboard's Hot 100 for the most days during the Cuban Missile Crisis?,Monster Mash' by Bobby 'Boris' Pickett & the Crypt-Kickers,https://en.wikipedia.org/wiki/Cuban_Missile_Crisis,https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_number_ones_of_1962,,,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Cuban_Missile_Crisis', 'https://en.wikipedia.org/wiki/List_of_Billboard_Hot_100_number_ones_of_1962']"
391,Which ancient archaeoastronomical site in the U.K. is also associated with the summer solstice during which time light illuminates a quartz-rich stone in the chamber.,Bryn Celli Ddu,https://en.wikipedia.org/wiki/Summer_solstice,https://en.wikipedia.org/wiki/List_of_archaeoastronomical_sites_by_country,https://en.wikipedia.org/wiki/Bryn_Celli_Ddu,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Summer_solstice', 'https://en.wikipedia.org/wiki/List_of_archaeoastronomical_sites_by_country', 'https://en.wikipedia.org/wiki/Bryn_Celli_Ddu']"
392,What is the price difference of an iPhone (8GB) from when it was first released compared to the price of the iPhone X when it was released?,$400.00,https://en.wikipedia.org/wiki/IPhone_(1st_generation),"https://en.wikipedia.org/wiki/IPhone_X#:~:text=The%20iPhone%20X%20(Roman%20numeral,released%20on%20November%203%2C%202017.",,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/IPhone_(1st_generation)', 'https://en.wikipedia.org/wiki/IPhone_X#:~:text=The%20iPhone%20X%20(Roman%20numeral,released%20on%20November%203%2C%202017.']"
393,What's the star sign of the author of A Court of Thorns and Roses?,Pisces,https://en.wikipedia.org/wiki/A_Court_of_Thorns_and_Roses,https://en.wikipedia.org/wiki/Sarah_J._Maas,https://en.wikipedia.org/wiki/Astrological_sign,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/A_Court_of_Thorns_and_Roses', 'https://en.wikipedia.org/wiki/Sarah_J._Maas', 'https://en.wikipedia.org/wiki/Astrological_sign']"
394,"What was the average launch mass of Apollo 11, Apollo 12, and Apollo 13 in kilograms, rounded to the nearest integer?","The average launch mass in kilograms rounded to the nearest integer of Apollo 11, Apollo 12, and Apollo 13 is 47,906 kilograms.",https://en.wikipedia.org/wiki/Apollo_11,https://en.wikipedia.org/wiki/Apollo_12,https://en.wikipedia.org/wiki/Apollo_13,,,,,,,,,Numerical reasoning,"['https://en.wikipedia.org/wiki/Apollo_11', 'https://en.wikipedia.org/wiki/Apollo_12', 'https://en.wikipedia.org/wiki/Apollo_13']"
395,What was the second starring role of the actress who won an Oscar for portraying union activist Cyrstal Lee Sutton?,The Flying Nun,https://en.wikipedia.org/wiki/Crystal_Lee_Sutton,https://en.wikipedia.org/wiki/Sally_Field,,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Crystal_Lee_Sutton', 'https://en.wikipedia.org/wiki/Sally_Field']"
396,"What is the scientific name of an amphibian that is listed as endangered by the Canadian government (as of 2024), and its only population in Canada occurs on an island which is the southernmost inhabited part of Canada?",Ambystoma texanum,https://en.wikipedia.org/wiki/List_of_Wildlife_Species_at_Risk_(Canada)#Amphibians,https://en.wikipedia.org/wiki/Small-mouth_salamander,"https://en.wikipedia.org/wiki/Pelee,_Ontario",,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_Wildlife_Species_at_Risk_(Canada)#Amphibians', 'https://en.wikipedia.org/wiki/Small-mouth_salamander', 'https://en.wikipedia.org/wiki/Pelee,_Ontario']"
397,What were the names of the parents of the first overall pick in the 2007 NHL entry draft?,Donna and Patrick were the names of Patrick Kane's parents.,https://en.wikipedia.org/wiki/2007_NHL_entry_draft#Round_one,https://en.wikipedia.org/wiki/Patrick_Kane#Early_life,,,,,,,,,,Tabular reasoning,"['https://en.wikipedia.org/wiki/2007_NHL_entry_draft#Round_one', 'https://en.wikipedia.org/wiki/Patrick_Kane#Early_life']"
398,"Of the counties that Wisconsin Highway 34 runs through, what is the seat of the most populous county based on 2020 census data?",Wausau,https://en.wikipedia.org/wiki/Wisconsin_Highway_34,"https://en.wikipedia.org/wiki/Wood_County,_Wisconsin","https://en.wikipedia.org/wiki/Portage_County,_Wisconsin","https://en.wikipedia.org/wiki/Marathon_County,_Wisconsin",,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Wisconsin_Highway_34', 'https://en.wikipedia.org/wiki/Wood_County,_Wisconsin', 'https://en.wikipedia.org/wiki/Portage_County,_Wisconsin', 'https://en.wikipedia.org/wiki/Marathon_County,_Wisconsin']"
399,Emma Lazarus's most famous poem inspired the founding of an order of nursing nuns.  What disease does this order specialize in treating?,Cancer,https://en.wikipedia.org/wiki/Emma_Lazarus,https://en.wikipedia.org/wiki/Dominican_Sisters_of_Hawthorne,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Emma_Lazarus', 'https://en.wikipedia.org/wiki/Dominican_Sisters_of_Hawthorne']"
